id	sentence1	label	positions
415	: ) LOCATION1 safety is a nice place to live	None	2 3 
415	: ) LOCATION1 transit location is a nice place to live	None	2 3 4 
416	( I know the nearest tube station to the place in wich I will live is LOCATION1 general ) Every information could be useful	None	16 17 
416	( I know the nearest tube station to the place in wich I will live is LOCATION1 price ) Every information could be useful	None	16 17 
416	( I know the nearest tube station to the place in wich I will live is LOCATION1 safety ) Every information could be useful	None	16 17 
416	( I know the nearest tube station to the place in wich I will live is LOCATION1 transit location ) Every information could be useful	None	16 17 18 
417	LOCATION1 general , but other 2 locations nearby	None	0 1 
417	LOCATION1 price , but other 2 locations nearby	None	0 1 
417	LOCATION1 safety , but other 2 locations nearby	None	0 1 
417	LOCATION1 transit location , but other 2 locations nearby	None	0 1 2 
418	I 'm not sure about the pubs or whether the people living there are mainly single or not though LOCATION1 general is fine	Positive	19 20 
418	I 'm not sure about the pubs or whether the people living there are mainly single or not though LOCATION1 price is fine	None	19 20 
418	I 'm not sure about the pubs or whether the people living there are mainly single or not though LOCATION1 safety is fine	None	19 20 
418	I 'm not sure about the pubs or whether the people living there are mainly single or not though LOCATION1 transit location is fine	None	19 20 21 
419	You want cheap and bad try LOCATION1 general	Negative	6 7 
419	You want cheap and bad try LOCATION1 price	Positive	6 7 
419	You want cheap and bad try LOCATION1 safety	None	6 7 
419	You want cheap and bad try LOCATION1 transit location	None	6 7 8 
41	there are some cool places in LOCATION1 general , too	Positive	6 7 
41	there are some cool places in LOCATION1 price , too	None	6 7 
41	there are some cool places in LOCATION1 safety , too	None	6 7 
41	there are some cool places in LOCATION1 transit location , too	None	6 7 8 
420	com i did a quick search using London 4 BR and LOCATION1 general in the keywords	None	11 12 
420	com i did a quick search using London 4 BR and LOCATION1 price in the keywords	None	11 12 
420	com i did a quick search using London 4 BR and LOCATION1 safety in the keywords	None	11 12 
420	com i did a quick search using London 4 BR and LOCATION1 transit location in the keywords	None	11 12 13 
421	the LOCATION1 general area is very good	Positive	1 2 
421	the LOCATION1 price area is very good	None	1 2 
421	the LOCATION1 safety area is very good	None	1 2 
421	the LOCATION1 transit location area is very good	None	1 2 3 
422	In LOCATION1 general we have tree-lined streets with large white-painted houses set back off the road behind iron railings just like in Oliver Twist and Mary Poppins lol	None	1 2 
422	In LOCATION1 price we have tree-lined streets with large white-painted houses set back off the road behind iron railings just like in Oliver Twist and Mary Poppins lol	None	1 2 
422	In LOCATION1 safety we have tree-lined streets with large white-painted houses set back off the road behind iron railings just like in Oliver Twist and Mary Poppins lol	None	1 2 
422	In LOCATION1 transit location we have tree-lined streets with large white-painted houses set back off the road behind iron railings just like in Oliver Twist and Mary Poppins lol	None	1 2 3 
423	From LOCATION2 to LOCATION1 general catch the X26 bus	None	3 4 
423	From LOCATION2 to LOCATION1 price catch the X26 bus	None	3 4 
423	From LOCATION2 to LOCATION1 safety catch the X26 bus	None	3 4 
423	From LOCATION2 to LOCATION1 transit location catch the X26 bus	None	3 4 5 
424	Look round some of the fabtastic museums in LOCATION1 general	None	8 9 
424	Look round some of the fabtastic museums in LOCATION1 price	None	8 9 
424	Look round some of the fabtastic museums in LOCATION1 safety	None	8 9 
424	Look round some of the fabtastic museums in LOCATION1 transit location	None	8 9 10 
425	If you are interested in the monarchy and the trappings of power , LOCATION1 general is the place for you	None	13 14 
425	If you are interested in the monarchy and the trappings of power , LOCATION1 price is the place for you	None	13 14 
425	If you are interested in the monarchy and the trappings of power , LOCATION1 safety is the place for you	None	13 14 
425	If you are interested in the monarchy and the trappings of power , LOCATION1 transit location is the place for you	None	13 14 15 
426	LOCATION1 general has plenty of food places	None	0 1 
426	LOCATION1 price has plenty of food places	None	0 1 
426	LOCATION1 safety has plenty of food places	None	0 1 
426	LOCATION1 transit location has plenty of food places	None	0 1 2 
427	I happen to live on the north west edge in a suburb called LOCATION1 general	None	13 14 
427	I happen to live on the north west edge in a suburb called LOCATION1 price	None	13 14 
427	I happen to live on the north west edge in a suburb called LOCATION1 safety	None	13 14 
427	I happen to live on the north west edge in a suburb called LOCATION1 transit location	None	13 14 15 
428	Some very small parts are actually inside The London itself ( rather than Tower Hamlets ) like Gravel Lane , Widegate Street and part of LOCATION1 general Street	None	25 26 
428	Some very small parts are actually inside The London itself ( rather than Tower Hamlets ) like Gravel Lane , Widegate Street and part of LOCATION1 price Street	None	25 26 
428	Some very small parts are actually inside The London itself ( rather than Tower Hamlets ) like Gravel Lane , Widegate Street and part of LOCATION1 safety Street	None	25 26 
428	Some very small parts are actually inside The London itself ( rather than Tower Hamlets ) like Gravel Lane , Widegate Street and part of LOCATION1 transit location Street	None	25 26 27 
429	area around LOCATION1 general in very multi-cultural and it is a very busy area	None	2 3 
429	area around LOCATION1 price in very multi-cultural and it is a very busy area	None	2 3 
429	area around LOCATION1 safety in very multi-cultural and it is a very busy area	None	2 3 
429	area around LOCATION1 transit location in very multi-cultural and it is a very busy area	None	2 3 4 
42	There is LOCATION1 general close by with good nightlife and opportunities	None	2 3 
42	There is LOCATION1 price close by with good nightlife and opportunities	None	2 3 
42	There is LOCATION1 safety close by with good nightlife and opportunities	None	2 3 
42	There is LOCATION1 transit location close by with good nightlife and opportunities	None	2 3 4 
430	Callooh Callay Bar , Loungelover , Barrio East and Nightjar are my favourite places to drink in LOCATION1 general	None	17 18 
430	Callooh Callay Bar , Loungelover , Barrio East and Nightjar are my favourite places to drink in LOCATION1 price	None	17 18 
430	Callooh Callay Bar , Loungelover , Barrio East and Nightjar are my favourite places to drink in LOCATION1 safety	None	17 18 
430	Callooh Callay Bar , Loungelover , Barrio East and Nightjar are my favourite places to drink in LOCATION1 transit location	None	17 18 19 
431	Plus , if you live half a minute away from LOCATION1 general station , you 'll probably be right next to my Auntie and Uncle 's house	None	10 11 
431	Plus , if you live half a minute away from LOCATION1 price station , you 'll probably be right next to my Auntie and Uncle 's house	None	10 11 
431	Plus , if you live half a minute away from LOCATION1 safety station , you 'll probably be right next to my Auntie and Uncle 's house	None	10 11 
431	Plus , if you live half a minute away from LOCATION1 transit location station , you 'll probably be right next to my Auntie and Uncle 's house	None	10 11 12 
432	LOCATION1 general 's not a great area at the moment	Negative	0 1 
432	LOCATION1 price 's not a great area at the moment	None	0 1 
432	LOCATION1 safety 's not a great area at the moment	None	0 1 
432	LOCATION1 transit location 's not a great area at the moment	None	0 1 2 
433	LOCATION1 general is getting better	Positive	0 1 
433	LOCATION1 price is getting better	None	0 1 
433	LOCATION1 safety is getting better	None	0 1 
433	LOCATION1 transit location is getting better	None	0 1 2 
434	It is situated just to the north of the A4 'above ' LOCATION1 general and just to the south of the M4 'below ' LOCATION2 Service Area	None	12 13 
434	It is situated just to the north of the A4 'above ' LOCATION1 price and just to the south of the M4 'below ' LOCATION2 Service Area	None	12 13 
434	It is situated just to the north of the A4 'above ' LOCATION1 safety and just to the south of the M4 'below ' LOCATION2 Service Area	None	12 13 
434	It is situated just to the north of the A4 'above ' LOCATION1 transit location and just to the south of the M4 'below ' LOCATION2 Service Area	None	12 13 14 
435	LOCATION1 general , the barfly , fusellier r good	None	0 1 
